"Level of Financial Aid Need"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"HIGH"
"NO NEED"
"NO NEED"
"LOW"
"HIGH"
"NO NEED"
"LOW"
"NO NEED"
"HIGH"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"HIGH"
"LOW"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"HIGH"
"NO NEED"
"MEDIUM"
"HIGH"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"HIGH"
"NO NEED"
"HIGH"
"LOW"
"LOW"
"NO NEED"
"MEDIUM"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
